,Date,Price,Open,High,Low,Change %
170,"Jul 14, 2020",83.58,83.29,83.72,83.22,0.69%
171,"Jul 13, 2020",83.01,82.84,83.25,82.83,0.24%
172,"Jul 12, 2020",82.81,83.01,83.15,82.68,-0.08%
173,"Jul 11, 2020",82.81,83.01,83.15,82.68,-0.08%
174,"Jul 10, 2020",82.81,83.01,83.15,82.68,-0.08%
175,"Jul 09, 2020",82.88,82.75,82.77,82.71,-0.19%
176,"Jul 08, 2020",83.04,82.57,83.39,82.57,0.34%
177,"Jul 07, 2020",82.75,83.38,83.38,82.69,-0.76%
178,"Jul 06, 2020",83.39,83.73,83.73,83.19,0.02%
179,"Jul 05, 2020",83.37,83.55,83.59,83.36,-0.01%
180,"Jul 04, 2020",83.37,83.55,83.59,83.36,-0.01%
181,"Jul 03, 2020",83.37,83.55,83.59,83.36,-0.01%
182,"Jul 02, 2020",83.38,83.25,83.5,83.19,0.40%
183,"Jul 01, 2020",83.04,83.64,83.67,82.99,-0.76%
184,"Jun 30, 2020",83.68,84.16,84.57,83.74,-0.48%
185,"Jun 29, 2020",84.08,83.36,84.22,83.36,0.72%
186,"Jun 28, 2020",83.49,83.1,83.36,83.1,0.69%
187,"Jun 27, 2020",83.49,83.1,83.36,83.1,0.69%
188,"Jun 26, 2020",83.49,83.1,83.36,83.1,0.69%
189,"Jun 25, 2020",82.92,82.77,82.96,82.77,0.34%
190,"Jun 24, 2020",82.64,82.74,82.74,82.38,0.13%
191,"Jun 23, 2020",82.53,82.56,82.97,82.45,-0.51%
192,"Jun 22, 2020",82.95,82.97,83.2,82.97,-0.47%
193,"Jun 21, 2020",83.34,82.94,83.36,82.27,0.76%
194,"Jun 20, 2020",83.34,82.94,83.36,82.27,0.76%
195,"Jun 19, 2020",83.34,82.94,83.36,82.27,0.76%
196,"Jun 18, 2020",82.71,81.78,82.85,81.78,0.78%
197,"Jun 17, 2020",82.07,82.32,82.46,81.99,-0.10%
198,"Jun 16, 2020",82.15,82.31,82.57,81.95,0.54%
199,"Jun 15, 2020",81.71,82.26,82.26,81.65,-0.06%
200,"Jun 14, 2020",81.76,80.66,81.92,80.66,0.63%
201,"Jun 13, 2020",81.76,80.66,81.92,80.66,0.63%
202,"Jun 12, 2020",81.76,80.66,81.92,80.66,0.63%
203,"Jun 11, 2020",81.25,81.68,81.68,81.15,0.60%
204,"Jun 10, 2020",80.76,81.16,81.16,80.49,0.19%
205,"Jun 09, 2020",80.61,81.19,81.19,80.75,-0.57%
206,"Jun 08, 2020",81.07,81.53,81.53,80.85,0.41%
207,"Jun 07, 2020",80.74,80.89,81.27,80.78,-0.63%
208,"Jun 06, 2020",80.74,80.89,81.27,80.78,-0.63%
209,"Jun 05, 2020",80.74,80.89,81.27,80.78,-0.63%
210,"Jun 04, 2020",81.25,81.88,81.92,81.03,0.25%
211,"Jun 03, 2020",81.04,81.45,81.45,80.74,-0.18%
212,"Jun 02, 2020",81.19,81.77,81.77,80.68,-0.04%
213,"Jun 01, 2020",81.22,81.79,81.82,81.29,-0.75%
214,"May 31, 2020",81.83,81.77,82.13,81.56,-0.05%
215,"May 30, 2020",81.83,81.77,82.13,81.56,-0.05%
216,"May 29, 2020",81.83,81.77,82.13,81.56,-0.05%
217,"May 28, 2020",81.88,82.54,82.54,81.66,-0.35%
218,"May 27, 2020",82.17,81.62,82.19,81.62,1.08%
219,"May 26, 2020",81.29,80.92,81.82,80.92,-0.70%
220,"May 25, 2020",81.87,82.2,82.2,81.73,0.11%
221,"May 24, 2020",81.87,82.2,82.2,81.73,0.11%
222,"May 23, 2020",81.87,82.2,82.2,81.73,0.11%
223,"May 22, 2020",81.87,82.2,82.2,81.73,0.11%
224,"May 21, 2020",81.78,81.87,81.87,81.51,0.82%
225,"May 20, 2020",81.11,81.21,81.21,80.88,0.07%
226,"May 19, 2020",81.06,81.46,81.46,80.65,0.06%
227,"May 18, 2020",81.01,81.24,81.87,81.24,-0.26%
228,"May 17, 2020",81.22,80.89,81.44,80.48,1.08%
229,"May 16, 2020",81.22,80.89,81.44,80.48,1.08%
230,"May 15, 2020",81.22,80.89,81.44,80.48,1.08%
231,"May 14, 2020",80.36,80.52,80.75,80.49,0.01%
232,"May 13, 2020",80.35,80.37,80.4,80.03,0.65%
233,"May 12, 2020",79.83,79.42,80.23,78.98,0.71%
234,"May 11, 2020",79.27,79.22,79.65,78.95,-0.54%
235,"May 10, 2020",79.7,79.6,80.04,79.6,0.18%
236,"May 09, 2020",79.7,79.6,80.04,79.6,0.18%
237,"May 08, 2020",79.7,79.6,80.04,79.6,0.18%
238,"May 07, 2020",79.7,79.6,80.04,79.6,0.18%
239,"May 06, 2020",79.56,80.0,80.0,79.6,-0.09%
240,"May 05, 2020",79.63,79.84,79.93,79.34,-0.39%
241,"May 04, 2020",79.93,79.17,80.46,79.17,0.70%
242,"May 03, 2020",79.38,79.69,80.2,78.85,0.09%
243,"May 02, 2020",79.38,79.69,80.2,78.85,0.09%
244,"May 01, 2020",79.38,79.69,80.2,78.85,0.09%
245,"Apr 30, 2020",79.31,80.83,81.13,79.25,-0.79%
246,"Apr 29, 2020",79.94,80.08,80.31,79.65,0.46%
247,"Apr 28, 2020",79.57,79.18,79.94,79.18,-0.43%
248,"Apr 27, 2020",79.92,81.15,81.15,79.4,-0.42%
249,"Apr 26, 2020",80.25,81.58,81.58,79.64,0.09%
250,"Apr 25, 2020",80.25,81.58,81.58,79.64,0.09%
251,"Apr 24, 2020",80.25,81.58,81.58,79.64,0.09%
252,"Apr 23, 2020",80.18,80.22,80.45,79.5,0.13%
253,"Apr 22, 2020",80.07,80.19,80.61,80.19,-0.22%
254,"Apr 21, 2020",80.25,80.33,80.76,79.73,0.77%
255,"Apr 20, 2020",79.64,79.9,79.9,79.35,-0.23%
256,"Apr 19, 2020",79.82,80.02,80.58,80.02,-0.21%
257,"Apr 18, 2020",79.82,80.02,80.58,80.02,-0.21%
258,"Apr 17, 2020",79.82,80.02,80.58,80.02,-0.21%
259,"Apr 16, 2020",79.99,80.11,80.11,79.17,0.93%
260,"Apr 15, 2020",79.25,79.64,80.25,78.93,-0.04%
261,"Apr 14, 2020",79.29,79.71,80.38,78.53,-0.83%
262,"Apr 13, 2020",79.95,78.64,81.05,78.52,2.94%
